Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal
35,245700,95,591,Y,1100,2128,140600,140550,0.516917,Active,non-default,GA,"43,217",1
35,247000,95,656,N,1518,2383,160000,160000,0.637012,Active,non-default,FL,"40,171",1
35,249690,102,604,Y,1411,2807,92000,92000,0.502672,Active,non-default,AL,"38,111",1
35,250990,100,659,Y,1921,5025,174000,169900,0.382313,Pay-off,non-default,CT,"55,970",1
35,251750,95,737,Y,1026,2291,120000,96250,0.447839,Pay-off,non-default,CA,"49,894",1
35,253650,95,604,N,475,2222,43000,43000,0.213771,Pay-off,non-default,TX,"41,275",1
35,265000,100,618,Y,971,2347,120000,115876,0.41372,Active,non-default,NC,"39,000",1
35,265000,80,575,Y,1064,1748,165000,161221,0.608696,Default,default,NC,"39,000",1
35,265295,95,585,N,862,1798,117000,114025,0.479422,Active,non-default,GA,"43,217",1
35,268975,102,691,Y,1077,2431,130000,130000,0.443028,Pay-off,non-default,NV,"46,984",1
35,270000,72,730,N,2213,3862,170000,166000,0.573019,Pay-off,non-default,CO,"51,022",1
35,274500,90,688,N,623,3324,100000,100000,0.187425,Active,non-default,AZ,"42,590",1
35,274500,90,757,N,1312,2970,145000,145000,0.441751,Active,non-default,FL,"40,171",1
35,276450,100,648,Y,1209,3333,132000,131400,0.362736,Active,non-default,VA,"53,275",1
35,288000,80,675,N,1029,2795,130000,130000,0.368157,Pay-off,non-default,OR,"42,617",1
35,397000,78,605,Y,927,1492,71000,69000,0.621314,Active,non-default,GA,"43,217",1
36,28800,90,649,N,3456,8440,227000,222790,0.409479,Active,non-default,TX,"41,275",0
36,44910,90,625,Y,1946,5157,172000,164000,0.377351,Active,non-default,IL,"45,787",0
36,46560,97,655,Y,0,7800,274000,274000,0,Pay-off,non-default,CA,"49,894",0
36,49500,100,742,N,2408,6971,182000,180000,0.345431,Pay-off,non-default,CA,"49,894",0
36,56000,100,622,N,1667,5962,115000,114000,0.279604,Active,non-default,OK,"38,281",0
36,61750,95,691,N,1771,3084,150500,150000,0.574254,Active,non-default,FL,"40,171",0
36,70000,100,516,Y,1373,5704,179000,176400,0.240708,Active,non-default,GA,"43,217",0
36,71155,95,604,N,1459,5000,190000,190000,0.2918,Pay-off,non-default,AL,"38,111",0
36,79500,100,751,N,3489,7539,242900,242900,0.462793,Active,non-default,NH,"57,352",0
36,80750,95,767,N,2761,7335,290000,290000,0.376414,Pay-off,non-default,MA,"52,354",0
36,84500,100,674,N,5938,12500,345000,345000,0.47504,Pay-off,non-default,CA,"49,894",0
36,88200,97,759,N,2361,7286,315000,314000,0.324046,Pay-off,non-default,NH,"57,352",0
36,89000,100,686,N,2253,5430,155000,155000,0.414917,Active,non-default,LA,"35,523",0
36,89300,98,663,N,3577,7437,310000,289568,0.480974,Active,non-default,SC,"39,326",0
36,89400,97,784,N,3193,5693,255450,255419,0.560864,Active,non-default,CA,"49,894",0
36,90250,95,752,Y,1569,3517,196000,195700,0.446119,Pay-off,non-default,WA,"48,688",0
36,92000,80,748,N,1819,5504,283500,282500,0.330487,Pay-off,non-default,CA,"49,894",0
36,92625,95,670,N,1361,4500,150000,150000,0.302444,Pay-off,non-default,CA,"49,894",0
36,94900,100,766,N,1653,8335,205000,199406,0.19832,Active,non-default,MD,"56,763",0
36,100000,85,715,N,2176,5061,163000,163000,0.429955,Active,non-default,VA,"53,275",0
36,101350,99,647,N,1688,4301,175000,174811,0.392467,Active,non-default,GA,"43,217",0
36,102600,90,655,N,707,1984,69000,65000,0.356351,Active,non-default,MI,"44,476",1
36,102625,80,742,N,2431,5025,278000,275000,0.483812,Pay-off,non-default,NJ,"56,772",0
36,105450,95,773,N,1938,12667,230000,220000,0.152996,Active,non-default,NC,"39,000",0
36,107000,111,740,N,2282,5350,30000,30000,0.426542,Active,non-default,SC,"39,326",1
36,113400,90,717,N,0,12583,180000,145000,0,Active,non-default,NJ,"56,772",0
36,115000,100,674,N,828,3600,82000,80700,0.23,Active,non-default,TX,"41,275",1
36,116500,98,551,Y,1451,5000,90000,85000,0.2902,Active,non-default,TN,"38,550",1
36,120000,80,729,N,3385,6671,290000,288135,0.50742,Active,non-default,OH,"44,160",0
36,122000,82,782,N,1641,2773,113000,112000,0.591778,Active,non-default,TX,"41,275",1
36,124540,102,790,N,958,4312,130000,120000,0.222171,Active,non-default,WI,"47,220",0
36,126000,100,604,N,2904,4642,154000,153572,0.625592,Pay-off,non-default,TX,"41,275",0
36,126400,100,639,Y,1111,2750,127500,127500,0.404,Pay-off,non-default,CA,"49,894",0
36,128000,93,772,N,2334,3650,130000,130000,0.639452,Active,non-default,AZ,"42,590",0
36,128000,100,780,N,1897,7278,151000,143000,0.260649,Pay-off,non-default,ID,"42,519",0
36,130000,100,671,Y,1888,4169,92000,91750,0.452866,Pay-off,non-default,MO,"43,988",1
36,130150,95,681,N,962,4250,121500,123000,0.226353,Pay-off,non-default,FL,"40,171",1
36,130400,80,726,Y,1297,4258,180500,173520,0.304603,Active,non-default,GA,"43,217",0
36,130500,90,640,N,1193,4403,176083,130500,0.270952,Active,non-default,OR,"42,617",0
36,131500,99,621,Y,2021,7201,135000,131500,0.280655,Pay-off,non-default,TX,"41,275",0
36,134955,90,632,N,6934,12607,240000,234037,0.550012,Active,non-default,TX,"41,275",0
36,135500,90,666,N,0,5025,132000,131840,0,Pay-off,non-default,FL,"40,171",1
36,136400,99,650,Y,2990,5876,183000,170000,0.50885,Pay-off,non-default,FL,"40,171",0
36,136814,100,660,Y,965,3398,105000,105000,0.283991,Active,non-default,CA,"49,894",1
36,137025,97,605,N,1366,5180,169000,163680,0.263707,Active,non-default,GA,"43,217",0
36,137750,95,704,Y,3502,12574,330000,322900,0.278511,Active,non-default,MA,"52,354",0
36,140720,80,637,Y,1291,3411,81000,81000,0.378481,Pay-off,non-default,PA,"44,286",1
36,140830,100,632,N,988,5200,50000,48000,0.19,Active,non-default,WI,"47,220",1
36,145000,100,576,Y,846,3926,92000,91900,0.215487,Active,non-default,PA,"44,286",1
36,147073,102,660,Y,944,2645,112000,112000,0.3569,Pay-off,non-default,FL,"40,171",1
36,149150,95,718,N,546,3333,76600,76600,0.163816,Active,non-default,WI,"47,220",1
36,149900,100,690,N,1818,7754,170000,170000,0.23446,Active,non-default,NY,"44,228",0
36,150000,100,788,N,2493,5592,200000,200000,0.445815,Active,non-default,GA,"43,217",0
36,150000,79,639,Y,823,5025,87000,84000,0.163791,Default,default,LA,"35,523",1
36,150350,97,671,N,450,5111,65000,58500,0.088045,Active,non-default,IL,"45,787",1
36,151620,100,618,Y,1240,3156,143000,139900,0.392902,Pay-off,non-default,PA,"44,286",1
36,152900,90,665,N,461,4688,51400,49500,0.098336,Pay-off,non-default,SC,"39,326",1
36,154750,95,534,Y,1220,3157,117000,117000,0.386443,Active,non-default,FL,"40,171",1
36,155193,102,763,N,1366,4667,162900,162900,0.292693,Active,non-default,AZ,"42,590",0
36,155800,95,701,Y,1685,3365,130000,130000,0.500743,Pay-off,non-default,IL,"45,787",1
36,156166,102,676,N,1029,5025,133000,132500,0.204789,Active,non-default,WA,"48,688",1
36,157000,94,753,N,1856,4502,94000,94000,0.412261,Pay-off,non-default,FL,"40,171",1
36,158650,97,673,Y,2434,4425,126500,126500,0.550056,Pay-off,non-default,HI,"53,123",1
36,160335,100,729,N,1648,4500,74900,74500,0.366222,Active,non-default,ID,"42,519",1
36,162000,90,680,N,7473,12500,179000,179000,0.59784,Active,non-default,CT,"55,970",0
36,163915,100,752,N,2584,4363,243000,224500,0.592253,Active,non-default,WA,"48,688",0
36,165600,80,756,N,2262,5833,190000,189031,0.387794,Pay-off,non-default,NV,"46,984",0
36,166500,90,695,Y,927,2387,101000,99000,0.388354,Pay-off,non-default,CA,"49,894",1
36,166600,80,775,Y,1900,4953,235000,235000,0.383606,Active,non-default,CA,"49,894",0
36,166800,97,639,Y,2008,3500,131865,131865,0.573714,Active,non-default,GA,"43,217",1
36,167475,102,752,N,808,3167,124000,123000,0.255131,Active,non-default,OH,"44,160",1
36,168245,95,694,N,1333,2600,64300,63400,0.512692,Pay-off,non-default,FL,"40,171",1
36,169000,100,731,N,1393,3939,130000,128000,0.353643,Active,non-default,FL,"40,171",1
36,169500,100,736,N,2028,4477,195000,192687,0.452982,Pay-off,non-default,AZ,"42,590",0
36,170000,100,660,N,3279,6557,295000,295000,0.500076,Pay-off,non-default,SC,"39,326",0
36,170905,95,664,N,339,2500,90000,90000,0.1356,Active,non-default,OK,"38,281",1
36,171000,100,705,Y,1016,2540,32000,31800,0.4,Pay-off,non-default,PA,"44,286",1
36,172800,98,556,Y,1752,4020,124000,124000,0.435821,Default,default,TX,"41,275",1
36,176600,95,755,Y,2126,4332,188000,188000,0.490766,Pay-off,non-default,CT,"55,970",0
36,178045,100,696,N,562,3800,93000,93000,0.147895,Active,non-default,CA,"49,894",1
36,180000,100,760,N,1490,2725,147000,145276,0.546789,Pay-off,non-default,GA,"43,217",1
36,181390,97,643,Y,2481,4680,158500,157000,0.530128,Active,non-default,FL,"40,171",1
36,187900,100,626,N,1089,3733,140000,137100,0.291722,Active,non-default,GA,"43,217",1
36,189000,90,695,N,1019,2666,70000,68750,0.382221,Pay-off,non-default,PA,"44,286",1
36,191250,85,594,Y,1050,3769,150000,145000,0.278588,Active,non-default,GA,"43,217",1
36,197722,102,725,N,1422,3250,175000,175000,0.437538,Pay-off,non-default,NV,"46,984",1
36,198000,99,709,N,2140,4642,182000,182000,0.461008,Pay-off,non-default,WA,"48,688",1
36,200100,95,625,N,4930,12500,274000,272000,0.3944,Active,non-default,AZ,"42,590",0
36,209900,95,683,Y,916,2043,150000,150000,0.44836,Active,non-default,MN,"55,914",1
36,211100,98,770,Y,1999,3500,155000,155000,0.571143,Pay-off,non-default,CA,"49,894",1
36,215000,100,730,N,2130,4362,225000,225000,0.488308,Pay-off,non-default,NJ,"56,772",0
36,225130,95,728,N,813,2709,113000,104000,0.300111,Pay-off,non-default,PA,"44,286",1
36,228000,95,680,N,1162,2582,73000,73000,0.450039,Active,non-default,PA,"44,286",1
36,229400,90,657,N,723,2457,103000,99000,0.294261,Active,non-default,NC,"39,000",1
36,230400,80,504,N,2878,12500,180000,180000,0.23024,Active,non-default,LA,"35,523",1
36,230932,80,695,Y,1434,2720,145000,145000,0.527206,Active,non-default,FL,"40,171",1
36,256000,80,634,N,3330,5025,380000,380000,0.662728,Pay-off,non-default,CA,"49,894",0
36,260000,100,664,Y,976,1775,185000,76250,0.549859,Active,non-default,IL,"45,787",1
36,264800,97,752,N,1297,3204,102000,102000,0.404806,Active,non-default,VA,"53,275",1
36,265000,100,744,N,1256,2950,133000,119000,0.425763,Active,non-default,TX,"41,275",1
36,268975,102,701,N,362,5025,56000,55000,0.072044,Pay-off,non-default,PA,"44,286",1
36,269000,100,696,N,1711,4170,200000,200000,0.410312,Active,non-default,NY,"44,228",1
36,275000,100,620,N,1276,1907,98000,94000,0.669114,Default,default,KS,"43,725",1
36,277000,80,774,Y,932,1440,90000,88000,0.647222,Active,non-default,IL,"45,787",1
36,282000,100,754,N,1411,3095,151000,150000,0.455897,Active,non-default,FL,"40,171",1
36,285600,80,658,N,1993,5025,305000,304853,0.396642,Pay-off,non-default,UT,"50,614",0
36,287000,90,649,N,0,5025,129000,127784,0,Pay-off,non-default,AZ,"42,590",1
36,293000,77,553,Y,853,1800,120500,120330,0.473889,Active,non-default,GA,"43,217",1
36,300000,71,724,Y,0,5025,242000,240000,0,Pay-off,non-default,MA,"52,354",1
36,346750,95,646,N,2162,3293,70000,68001,0.656544,Active,non-default,TX,"41,275",1
37,22500,90,686,N,3425,9197,346000,320000,0.372404,Active,non-default,NY,"44,228",0
37,36598,100,591,N,940,2783,154800,154698,0.337765,Default,default,GA,"43,217",0
37,40500,90,740,N,2584,5712,136000,130000,0.452381,Active,non-default,TX,"41,275",0
37,41600,80,748,N,3379,8769,310000,293458,0.385335,Active,non-default,VA,"53,275",0
37,41600,80,773,N,0,8120,325000,325000,0,Pay-off,non-default,CA,"49,894",0
37,44000,80,698,Y,2656,7000,0,147000,0.379429,Active,non-default,TX,"41,275",1
37,45000,100,734,N,1635,6599,100000,92000,0.247765,Pay-off,non-default,NH,"57,352",0
37,46800,90,772,N,0,9250,510000,46800,0,Pay-off,non-default,CA,"49,894",0
37,47500,93,750,N,2279,6000,325000,325000,0.379833,Active,non-default,CA,"49,894",0
37,47700,90,651,N,3613,7467,218000,218000,0.483862,Active,non-default,WA,"48,688",0
37,48450,95,773,N,2139,7800,202000,200841,0.274231,Active,non-default,AZ,"42,590",0
37,49500,100,607,N,1361,3727,148000,147000,0.365173,Pay-off,non-default,CA,"49,894",0
37,50350,95,789,N,2897,7804,237000,237000,0.37122,Active,non-default,CT,"55,970",0
37,51300,90,707,N,2840,5352,78500,76501,0.530643,Pay-off,non-default,NE,"44,623",0
37,51600,76,697,N,1337,9000,250000,51600,0.148556,Pay-off,non-default,NC,"39,000",0
37,53600,80,588,Y,1181,3148,90000,89900,0.375159,Default,default,TN,"38,550",0
37,54900,100,687,N,2785,4728,316115,316115,0.589044,Pay-off,non-default,PA,"44,286",0
37,55000,61,624,N,769,6525,160000,131710,0.117854,Pay-off,non-default,GA,"43,217",0
37,55100,95,710,N,4212,7701,212000,204830,0.546942,Active,non-default,VA,"53,275",0
37,55425,75,672,N,3426,5725,189000,185000,0.598428,Pay-off,non-default,ID,"42,519",0
37,57000,100,582,N,1538,4166,116500,116500,0.369179,Active,non-default,GA,"43,217",0
37,57000,95,698,Y,2194,3750,235000,234900,0.585067,Pay-off,non-default,VA,"53,275",0
37,57150,90,651,N,4495,7898,290000,290000,0.569131,Active,non-default,WA,"48,688",0
37,58400,20,657,N,3078,9146,366000,366000,0.336541,Active,non-default,OH,"44,160",0
37,58900,95,712,N,2205,7984,200000,199900,0.276177,Pay-off,non-default,MN,"55,914",0
37,59500,100,686,N,1345,6000,190000,59500,0.224167,Pay-off,non-default,AZ,"42,590",0
37,59900,100,645,N,0,7688,350000,350000,0,Pay-off,non-default,CA,"49,894",0
37,60000,100,736,Y,1597,2690,125549,85000,0.59368,Active,non-default,PA,"44,286",0
37,60000,100,673,N,0,5000,110000,111000,0,Active,non-default,TX,"41,275",0
37,60000,80,717,N,2561,9584,285000,276000,0.267216,Pay-off,non-default,VA,"53,275",0
37,60800,95,651,Y,1395,2115,189000,189000,0.659574,Pay-off,non-default,CA,"49,894",0
37,62000,100,648,Y,1677,6108,175000,175000,0.274558,Active,non-default,CA,"49,894",0
37,62000,100,753,N,4013,7221,410000,410000,0.55574,Pay-off,non-default,OH,"44,160",0
37,63000,72,765,N,1834,9417,315000,300000,0.194754,Active,non-default,VA,"53,275",0
37,63000,100,700,N,2522,7580,225000,222630,0.332718,Pay-off,non-default,OH,"44,160",0
37,63900,90,775,Y,1145,3600,140000,136000,0.318056,Pay-off,non-default,AR,"33,948",0
37,64000,80,725,Y,2124,9672,210000,202500,0.219603,Active,non-default,TN,"38,550",0
37,64200,92,745,N,1624,4235,87000,76000,0.383471,Active,non-default,AL,"38,111",0
37,64900,100,599,N,1977,3487,201000,200083,0.566963,Active,non-default,NC,"39,000",0
37,65000,50,672,N,1650,8516,226000,65000,0.193753,Default,default,TX,"41,275",0
37,65000,100,679,Y,2729,3812,170000,165000,0.715897,Pay-off,non-default,UT,"50,614",0
37,65120,80,547,N,2032,5725,121000,120375,0.354934,Pay-off,non-default,OH,"44,160",0
37,66500,95,665,Y,2697,7274,211000,210000,0.370773,Pay-off,non-default,FL,"40,171",0
37,67000,89,660,N,0,5926,169000,169000,0,Active,non-default,VT,"45,692",0
37,67000,100,734,N,1252,3478,136000,135000,0.359977,Pay-off,non-default,PA,"44,286",0
37,67000,100,684,N,0,6850,305000,300000,0,Pay-off,non-default,NY,"44,228",0
37,68000,80,646,Y,1742,3125,173000,170770,0.55744,Pay-off,non-default,FL,"40,171",0
37,68000,93,680,N,1484,5400,200000,195000,0.274815,Pay-off,non-default,NY,"44,228",0
37,68400,95,615,Y,2743,5948,150000,149907,0.461163,Active,non-default,VA,"53,275",0
37,68400,95,744,N,1512,4336,106000,106000,0.348708,Pay-off,non-default,OH,"44,160",0
37,68800,99,614,N,1777,5321,215000,68800,0.33396,Active,non-default,TX,"41,275",0
37,69000,100,703,N,1608,3639,140000,139850,0.44188,Pay-off,non-default,NV,"46,984",0
37,69350,95,646,Y,2645,4809,190000,189999,0.55001,Pay-off,non-default,NY,"44,228",0
37,70000,100,735,N,748,5390,96000,70000,0.138776,Active,non-default,TN,"38,550",0
37,70000,100,713,N,1703,4315,130000,129600,0.39467,Pay-off,non-default,TX,"41,275",0
37,70000,100,661,N,2181,7000,266000,245000,0.311571,Pay-off,non-default,AZ,"42,590",0
37,71050,102,762,N,1390,4423,142000,141759,0.314266,Active,non-default,SC,"39,326",0
37,71050,95,651,N,2760,5416,149000,147000,0.509601,Pay-off,non-default,CA,"49,894",0
37,71250,95,617,N,2924,7750,210000,208640,0.37729,Active,non-default,IN,"43,003",0
37,71900,80,808,N,1585,9419,225000,215000,0.168277,Active,non-default,CA,"49,894",0
37,72250,80,665,N,2986,7842,199000,182320,0.38077,Active,non-default,TX,"41,275",0
37,72321,44,772,N,1661,7424,315000,250000,0.223734,Pay-off,non-default,NY,"44,228",0
37,72400,100,680,N,0,3400,93000,92500,0,Active,non-default,TN,"38,550",0
37,72450,85,649,Y,2976,3558,166500,166104,0.836425,Active,non-default,FL,"40,171",0
37,72500,100,715,N,1326,4341,145000,145000,0.30546,Active,non-default,OR,"42,617",0
37,72747,100,765,N,2038,6639,130000,124000,0.306974,Pay-off,non-default,MO,"43,988",0
37,72900,100,595,N,1908,3472,111900,111900,0.549539,Active,non-default,TN,"38,550",0
37,73200,100,768,N,2101,7750,263000,262899,0.271097,Active,non-default,FL,"40,171",0
37,73625,99,735,N,2294,6412,290000,290000,0.357767,Pay-off,non-default,CA,"49,894",0
37,74700,90,652,Y,2997,8953,189000,186500,0.334748,Active,non-default,FL,"40,171",0
37,74800,80,657,N,1609,4499,140000,139400,0.357635,Active,non-default,FL,"40,171",0
37,74900,100,731,Y,1814,6463,216000,215200,0.280675,Active,non-default,NY,"44,228",0
37,75000,100,641,N,1412,3167,228000,219500,0.445848,Active,non-default,GA,"43,217",0
37,75000,52,753,N,4974,8583,590000,589000,0.579518,Active,non-default,OR,"42,617",0
37,75000,80,702,N,578,2562,67000,60000,0.225605,Pay-off,non-default,WI,"47,220",1
37,75000,100,737,N,1409,5623,200000,199000,0.250578,Pay-off,non-default,CA,"49,894",0
37,76000,95,528,N,1751,4048,102500,102500,0.432559,Active,non-default,FL,"40,171",0
37,76000,80,681,N,0,4294,145000,76000,0,Pay-off,non-default,WA,"48,688",0
37,76000,100,689,N,1667,6750,190000,187000,0.246963,Pay-off,non-default,FL,"40,171",0
37,76145,97,752,N,1225,5259,125000,124250,0.232934,Active,non-default,GA,"43,217",0
37,76410,90,653,N,2500,4997,120000,119900,0.5003,Pay-off,non-default,TX,"41,275",0
37,76500,90,643,N,1320,3974,156000,150500,0.332159,Active,non-default,GA,"43,217",0
37,76800,80,687,N,4420,9030,251000,242378,0.48948,Pay-off,non-default,CA,"49,894",0
37,76900,100,788,N,492,2843,68400,68000,0.173057,Pay-off,non-default,WI,"47,220",1
37,76950,95,751,Y,1960,5700,235000,235000,0.34386,Pay-off,non-default,NY,"44,228",0
37,76960,100,741,N,1613,7195,180000,175000,0.224183,Pay-off,non-default,NC,"39,000",0
37,77000,79,746,N,2432,5943,223000,222500,0.409221,Pay-off,non-default,AZ,"42,590",0
37,77000,100,697,N,2093,6800,252000,252000,0.307794,Pay-off,non-default,CA,"49,894",0
37,77400,90,716,N,1353,3530,93000,93000,0.383286,Active,non-default,GA,"43,217",0
37,77900,100,671,Y,4641,9713,245000,221500,0.477813,Pay-off,non-default,CA,"49,894",0
37,78000,100,728,N,1498,7383,275000,249900,0.202899,Pay-off,non-default,CA,"49,894",0
37,78300,88,696,Y,743,3195,90000,87500,0.232551,Active,non-default,MI,"44,476",0
37,78300,92,682,N,547,2093,61000,61700,0.261347,Pay-off,non-default,NY,"44,228",1
37,78570,97,782,N,808,6724,135000,135000,0.120167,Pay-off,non-default,FL,"40,171",0
37,78750,90,615,Y,1977,3835,170000,150250,0.515515,Active,non-default,GA,"43,217",0
37,78800,77,707,Y,1036,2230,130000,130000,0.464574,Active,non-default,MN,"55,914",0
37,79000,100,667,N,2272,5895,175000,164900,0.385411,Active,non-default,GA,"43,217",0
37,79000,100,688,Y,1932,4250,235000,230000,0.454588,Pay-off,non-default,CA,"49,894",0
37,79096,95,690,N,1882,6700,209000,209000,0.280896,Pay-off,non-default,MA,"52,354",0
37,79325,95,657,N,1477,5500,213000,213000,0.268545,Pay-off,non-default,CT,"55,970",0
37,79500,99,793,N,1093,3368,87000,86000,0.324525,Active,non-default,NM,"37,587",0
37,80000,80,533,Y,657,3466,107000,100000,0.189556,Active,non-default,TX,"41,275",0
37,80000,100,687,Y,1853,5416,150000,147000,0.342134,Pay-off,non-default,TX,"41,275",0
37,80000,80,630,Y,2139,4000,166000,165000,0.53475,Pay-off,non-default,CA,"49,894",0
37,80000,58,744,N,3600,8954,360000,358325,0.402055,Pay-off,non-default,HI,"53,123",0
37,80700,100,679,Y,2328,4846,293000,293000,0.480396,Active,non-default,CA,"49,894",0
37,80750,95,647,N,2535,6263,247500,233456,0.404758,Pay-off,non-default,NJ,"56,772",0
37,80800,80,641,N,3266,9536,105000,105000,0.342492,Active,non-default,NC,"39,000",0
37,81000,90,639,Y,2062,5744,158000,156600,0.358983,Pay-off,non-default,MD,"56,763",0
37,81000,100,700,N,1811,5167,215000,215000,0.350494,Pay-off,non-default,VA,"53,275",0
37,81200,95,636,N,1437,3140,159500,159495,0.457643,Active,non-default,GA,"43,217",0
37,81500,100,602,Y,1500,3750,116000,116000,0.4,Active,non-default,TX,"41,275",0
37,81900,90,754,Y,3481,8666,260000,257310,0.401685,Pay-off,non-default,CA,"49,894",0
37,82000,100,579,N,2413,4991,152000,150400,0.48347,Active,non-default,NC,"39,000",0
37,82000,100,661,Y,1144,2744,91000,91000,0.41691,Pay-off,non-default,VA,"53,275",0
37,82400,100,756,N,4355,9857,426000,400000,0.441818,Pay-off,non-default,WA,"48,688",0
37,82500,100,760,N,3743,9640,202000,202000,0.388278,Pay-off,non-default,FL,"40,171",0
37,82650,95,761,N,666,2003,93000,85000,0.332501,Active,non-default,MI,"44,476",0
37,82800,90,587,Y,2758,9384,209000,206910,0.293905,Active,non-default,TX,"41,275",0
37,83000,100,730,N,1170,3004,95001,95001,0.389481,Pay-off,non-default,FL,"40,171",0
37,83125,95,648,N,2000,3245,230000,226000,0.616333,Pay-off,non-default,GA,"43,217",0
37,83247,95,760,Y,1791,3640,167000,164900,0.492033,Active,non-default,CO,"51,022",0
37,84000,80,790,N,1870,6723,190000,190000,0.27815,Active,non-default,NC,"39,000",0
37,84000,69,518,Y,3066,7397,276000,276000,0.414492,Pay-off,non-default,VA,"53,275",0
37,84450,100,719,N,2331,5573,202000,200623,0.418267,Active,non-default,AZ,"42,590",0
37,84500,100,624,N,3003,6107,190000,188880,0.491731,Active,non-default,IL,"45,787",0
37,84500,100,663,N,1949,4992,127000,124500,0.390425,Pay-off,non-default,IN,"43,003",0
37,84500,100,639,Y,2055,6433,190000,185517,0.319447,Pay-off,non-default,FL,"40,171",0
37,84550,95,661,N,1499,5200,165000,165000,0.288269,Pay-off,non-default,CA,"49,894",0
37,84613,90,668,N,2563,4990,380000,363000,0.513627,Pay-off,non-default,CA,"49,894",0
37,84800,100,670,N,2120,6187,232514,232514,0.342654,Active,non-default,KS,"43,725",0
37,84850,90,724,N,1946,5416,201000,199164,0.359306,Active,non-default,NC,"39,000",0
37,84900,100,763,N,1659,6983,122500,120000,0.237577,Active,non-default,AL,"38,111",0
37,85000,100,628,N,2690,6250,122000,121900,0.4304,Pay-off,non-default,NV,"46,984",0
37,85050,90,736,N,1267,3000,125000,124020,0.422333,Active,non-default,NC,"39,000",0
37,85410,90,637,Y,1376,3039,112000,112000,0.452781,Pay-off,non-default,FL,"40,171",0
37,85423,100,695,N,1280,6083,202000,202000,0.210422,Pay-off,non-default,NV,"46,984",0
37,85450,80,735,N,2219,3783,113500,107000,0.586572,Active,non-default,NC,"39,000",0
37,85500,95,676,N,1782,5200,197000,197000,0.342692,Pay-off,non-default,CA,"49,894",0
37,85600,80,672,Y,1000,3461,98500,93900,0.288934,Active,non-default,TX,"41,275",0
37,86000,78,618,Y,1327,2842,124950,124950,0.466925,Active,non-default,VA,"53,275",0
37,86000,100,772,Y,946,3128,139000,135000,0.30243,Active,non-default,CO,"51,022",0
37,86000,33,665,N,1168,6685,121000,121000,0.17472,Pay-off,non-default,MO,"43,988",0
37,86700,100,579,N,1900,3362,136000,135836,0.56514,Active,non-default,GA,"43,217",0
37,87200,80,549,Y,865,1776,108400,100000,0.48705,Pay-off,non-default,GA,"43,217",0
37,87305,95,675,N,898,8576,110000,108000,0.104711,Pay-off,non-default,WI,"47,220",0
37,87500,100,662,N,1570,5850,183000,182500,0.268376,Default,default,NJ,"56,772",0
37,87500,100,713,N,1554,7045,205000,193250,0.220582,Pay-off,non-default,TX,"41,275",0
37,87875,95,692,N,0,5100,154000,152500,0,Active,non-default,TX,"41,275",0
37,87900,80,741,N,2872,8811,275000,275000,0.325956,Active,non-default,NY,"44,228",0
37,88000,80,585,Y,1992,4333,120000,119900,0.459728,Active,non-default,OH,"44,160",0
37,88000,80,641,N,1449,4519,118000,117000,0.320646,Pay-off,non-default,CO,"51,022",0
37,88200,90,801,N,2467,9333,410000,410000,0.264331,Active,non-default,CA,"49,894",0
37,89000,100,626,N,0,6496,327000,327000,0,Active,non-default,CA,"49,894",0
37,89300,95,625,Y,1165,3000,123000,120000,0.388333,Active,non-default,FL,"40,171",0
37,89400,84,664,N,3087,7753,141000,137500,0.398168,Pay-off,non-default,AL,"38,111",0
37,89910,90,672,Y,1716,4722,125000,119900,0.363405,Pay-off,non-default,VA,"53,275",0
37,89991,90,634,N,634,2532,101000,98800,0.250395,Active,non-default,GA,"43,217",0
37,90000,55,687,Y,3824,3931,164000,162196,0.97278,Pay-off,non-default,FL,"40,171",0
37,90000,100,737,N,2439,6000,173000,169900,0.4065,Pay-off,non-default,CO,"51,022",0
37,90155,95,676,N,1864,4623,240000,239000,0.403201,Pay-off,non-default,MI,"44,476",0
37,90250,95,777,N,821,3333,100000,98800,0.246325,Active,non-default,SC,"39,326",0
37,90300,80,762,N,4172,8879,288000,279500,0.469873,Active,non-default,IL,"45,787",0
37,90600,57,687,Y,3691,6912,185000,183000,0.533999,Pay-off,non-default,LA,"35,523",0
37,91000,100,553,Y,1753,5610,155000,149590,0.312478,Default,default,GA,"43,217",0
37,91000,76,667,N,1804,5600,247000,247000,0.322143,Pay-off,non-default,CA,"49,894",0
37,91360,80,757,N,1708,3717,112000,112000,0.45951,Active,non-default,OH,"44,160",0
37,91500,85,667,Y,1578,2642,142000,142000,0.597275,Pay-off,non-default,MN,"55,914",0
37,91800,90,668,N,1474,4185,136500,134900,0.35221,Active,non-default,MO,"43,988",0
37,91800,85,781,N,1514,3640,157000,155900,0.415934,Active,non-default,TN,"38,550",0
37,92000,100,747,N,2437,4431,258000,262500,0.549989,Pay-off,non-default,HI,"53,123",0
37,92340,95,672,N,1229,6108,188000,185400,0.201212,Pay-off,non-default,GA,"43,217",0
37,92500,100,763,N,1581,3589,155000,150000,0.440513,Pay-off,non-default,CA,"49,894",0
